Id,class1,class2
3204,aerophone,aero_lip-vibrated
3205,aerophone,aero_lip-vibrated
3206,chordophone,chrd_composite
3207,chordophone,chrd_composite
3208,chordophone,chrd_composite
3209,aerophone,aero_side
3210,chordophone,chrd_simple
3211,aerophone,aero_single-reed
3212,aerophone,aero_lip-vibrated
3213,aerophone,aero_lip-vibrated
3214,aerophone,aero_lip-vibrated
3215,aerophone,aero_side
3216,aerophone,aero_single-reed
3217,chordophone,chrd_composite
3218,chordophone,chrd_composite
3219,aerophone,aero_lip-vibrated
3220,chordophone,chrd_composite
3221,chordophone,chrd_composite
3222,chordophone,chrd_simple
3223,aerophone,aero_lip-vibrated
3224,aerophone,aero_single-reed
3225,chordophone,chrd_composite
3226,aerophone,aero_lip-vibrated
3227,aerophone,aero_lip-vibrated
3228,chordophone,chrd_composite
3229,aerophone,aero_double-reed
3230,chordophone,chrd_simple
3231,chordophone,chrd_simple
3232,chordophone,chrd_composite
3233,aerophone,aero_lip-vibrated
3234,chordophone,chrd_composite
3235,chordophone,chrd_simple
3236,aerophone,aero_lip-vibrated
3237,aerophone,aero_side
3238,aerophone,aero_double-reed
3239,chordophone,chrd_composite
3240,chordophone,chrd_simple
3241,aerophone,aero_single-reed
3242,chordophone,chrd_composite
3243,aerophone,aero_single-reed
3244,aerophone,aero_side
3245,aerophone,aero_lip-vibrated
3246,aerophone,aero_single-reed
3247,aerophone,aero_single-reed
3248,aerophone,aero_side
3249,chordophone,chrd_simple
3250,aerophone,aero_side
3251,aerophone,aero_lip-vibrated
3252,chordophone,chrd_composite
3253,aerophone,aero_side
3254,aerophone,aero_lip-vibrated
3255,chordophone,chrd_composite
3256,aerophone,aero_lip-vibrated
3257,aerophone,aero_lip-vibrated
3258,aerophone,aero_lip-vibrated
3259,aerophone,aero_lip-vibrated
3260,chordophone,chrd_composite
3261,aerophone,aero_side
3262,chordophone,chrd_composite
3263,aerophone,aero_side
3264,aerophone,aero_double-reed
3265,chordophone,chrd_composite
3266,aerophone,aero_double-reed
3267,aerophone,aero_lip-vibrated
3268,chordophone,chrd_simple
3269,aerophone,aero_double-reed
3270,aerophone,aero_lip-vibrated
3271,aerophone,aero_lip-vibrated
3272,chordophone,chrd_composite
3273,chordophone,chrd_composite
3274,aerophone,aero_lip-vibrated
3275,aerophone,aero_single-reed
3276,aerophone,aero_single-reed
3277,aerophone,aero_double-reed
3278,aerophone,aero_single-reed
3279,chordophone,chrd_composite
3280,chordophone,chrd_composite
3281,aerophone,aero_single-reed
3282,chordophone,chrd_composite
3283,aerophone,aero_lip-vibrated
3284,chordophone,chrd_composite
3285,chordophone,chrd_composite
3286,aerophone,aero_single-reed
3287,aerophone,aero_lip-vibrated
3288,aerophone,aero_side
3289,aerophone,aero_side
3290,chordophone,chrd_composite
3291,aerophone,aero_side
3292,aerophone,aero_side
3293,aerophone,aero_lip-vibrated
3294,aerophone,aero_double-reed
3295,chordophone,chrd_composite
3296,aerophone,aero_lip-vibrated
3297,aerophone,aero_side
3298,aerophone,aero_double-reed
3299,aerophone,aero_lip-vibrated
3300,aerophone,aero_single-reed
3301,chordophone,chrd_composite
3302,aerophone,aero_single-reed
3303,chordophone,chrd_composite
3304,aerophone,aero_single-reed
3305,aerophone,aero_lip-vibrated
3306,aerophone,aero_lip-vibrated
3307,aerophone,aero_lip-vibrated
3308,aerophone,aero_double-reed
3309,chordophone,chrd_composite
3310,chordophone,chrd_simple
3311,aerophone,aero_lip-vibrated
3312,aerophone,aero_lip-vibrated
3313,aerophone,aero_side
3314,chordophone,chrd_simple
3315,aerophone,aero_free-reed
3316,aerophone,aero_single-reed
3317,chordophone,chrd_composite
3318,aerophone,aero_double-reed
3319,aerophone,aero_lip-vibrated
3320,chordophone,chrd_composite
3321,aerophone,aero_lip-vibrated
3322,chordophone,chrd_composite
3323,chordophone,chrd_simple
3324,aerophone,aero_free-reed
3325,chordophone,chrd_composite
3326,chordophone,chrd_composite
3327,aerophone,aero_single-reed
3328,aerophone,aero_single-reed
3329,chordophone,chrd_composite
3330,chordophone,chrd_composite
3331,aerophone,aero_single-reed
3332,chordophone,chrd_composite
3333,aerophone,aero_double-reed
3334,aerophone,aero_double-reed
3335,aerophone,aero_double-reed
3336,aerophone,aero_lip-vibrated
3337,aerophone,aero_single-reed
3338,chordophone,chrd_composite
3339,aerophone,aero_single-reed
3340,chordophone,chrd_composite
3341,chordophone,chrd_composite
3342,chordophone,chrd_composite
3343,aerophone,aero_lip-vibrated
3344,chordophone,chrd_composite
3345,aerophone,aero_single-reed
3346,aerophone,aero_single-reed
3347,chordophone,chrd_composite
3348,chordophone,chrd_composite
3349,chordophone,chrd_composite
3350,chordophone,chrd_composite
3351,chordophone,chrd_composite
3352,aerophone,aero_lip-vibrated
3353,aerophone,aero_side
3354,aerophone,aero_single-reed
3355,aerophone,aero_lip-vibrated
3356,aerophone,aero_single-reed
3357,aerophone,aero_double-reed
3358,aerophone,aero_side
3359,aerophone,aero_side
3360,aerophone,aero_double-reed
3361,aerophone,aero_double-reed
3362,chordophone,chrd_simple
3363,chordophone,chrd_composite
3364,chordophone,chrd_composite
3365,aerophone,aero_double-reed
3366,aerophone,aero_side
3367,chordophone,chrd_composite
3368,aerophone,aero_single-reed
3369,chordophone,chrd_composite
3370,aerophone,aero_lip-vibrated
3371,aerophone,aero_double-reed
3372,chordophone,chrd_composite
3373,aerophone,aero_lip-vibrated
3374,aerophone,aero_double-reed
3375,aerophone,aero_lip-vibrated
3376,aerophone,aero_side
3377,aerophone,aero_single-reed
3378,chordophone,chrd_composite
3379,aerophone,aero_lip-vibrated
3380,aerophone,aero_lip-vibrated
3381,aerophone,aero_side
3382,aerophone,aero_double-reed
3383,chordophone,chrd_composite
3384,chordophone,chrd_composite
3385,chordophone,chrd_composite
3386,aerophone,aero_free-reed
3387,aerophone,aero_side
3388,aerophone,aero_lip-vibrated
3389,chordophone,chrd_composite
3390,chordophone,chrd_simple
3391,chordophone,chrd_composite
3392,chordophone,chrd_composite
3393,aerophone,aero_single-reed
3394,aerophone,aero_side
3395,aerophone,aero_side
3396,aerophone,aero_double-reed
3397,aerophone,aero_single-reed
3398,aerophone,aero_single-reed
3399,aerophone,aero_lip-vibrated
3400,aerophone,aero_lip-vibrated
3401,aerophone,aero_single-reed
3402,chordophone,chrd_composite
3403,chordophone,chrd_composite
3404,aerophone,aero_double-reed
3405,aerophone,aero_single-reed
3406,aerophone,aero_single-reed
3407,aerophone,aero_single-reed
3408,aerophone,aero_side
3409,aerophone,aero_single-reed
3410,chordophone,chrd_composite
3411,chordophone,chrd_simple
3412,aerophone,aero_single-reed
3413,aerophone,aero_double-reed
3414,aerophone,aero_single-reed
3415,aerophone,aero_lip-vibrated
3416,aerophone,aero_lip-vibrated
3417,aerophone,aero_single-reed
3418,chordophone,chrd_composite
3419,aerophone,aero_double-reed
3420,aerophone,aero_lip-vibrated
3421,chordophone,chrd_composite
3422,aerophone,aero_single-reed
3423,aerophone,aero_lip-vibrated
3424,chordophone,chrd_composite
3425,aerophone,aero_double-reed
3426,aerophone,aero_side
3427,aerophone,aero_lip-vibrated
3428,aerophone,aero_side
3429,aerophone,aero_lip-vibrated
3430,aerophone,aero_double-reed
3431,aerophone,aero_double-reed
3432,aerophone,aero_lip-vibrated
3433,chordophone,chrd_simple
3434,aerophone,aero_single-reed
3435,aerophone,aero_lip-vibrated
3436,aerophone,aero_free-reed
3437,aerophone,aero_double-reed
3438,aerophone,aero_lip-vibrated
3439,aerophone,aero_double-reed
3440,chordophone,chrd_composite
3441,chordophone,chrd_composite
3442,aerophone,aero_lip-vibrated
3443,chordophone,chrd_composite
3444,aerophone,aero_lip-vibrated
3445,chordophone,chrd_composite
3446,aerophone,aero_side
3447,aerophone,aero_double-reed
3448,chordophone,chrd_simple
3449,chordophone,chrd_composite
3450,chordophone,chrd_composite
3451,aerophone,aero_double-reed
3452,aerophone,aero_single-reed
3453,aerophone,aero_lip-vibrated
3454,chordophone,chrd_composite
3455,aerophone,aero_side
3456,aerophone,aero_side
3457,chordophone,chrd_composite
3458,aerophone,aero_lip-vibrated
3459,aerophone,aero_single-reed
3460,aerophone,aero_side
3461,chordophone,chrd_composite
3462,aerophone,aero_lip-vibrated
3463,aerophone,aero_lip-vibrated
3464,aerophone,aero_single-reed
3465,aerophone,aero_single-reed
3466,aerophone,aero_lip-vibrated
3467,aerophone,aero_lip-vibrated
3468,aerophone,aero_double-reed
3469,chordophone,chrd_composite
3470,aerophone,aero_lip-vibrated
3471,chordophone,chrd_simple
3472,chordophone,chrd_composite
3473,chordophone,chrd_composite
3474,aerophone,aero_double-reed
3475,chordophone,chrd_composite
3476,chordophone,chrd_composite
3477,aerophone,aero_free-reed
3478,chordophone,chrd_composite
3479,chordophone,chrd_composite
3480,aerophone,aero_lip-vibrated
3481,aerophone,aero_lip-vibrated
3482,aerophone,aero_side
3483,chordophone,chrd_composite
3484,aerophone,aero_double-reed
3485,chordophone,chrd_simple
3486,chordophone,chrd_composite
3487,aerophone,aero_lip-vibrated
3488,aerophone,aero_lip-vibrated
3489,aerophone,aero_side
3490,aerophone,aero_single-reed
3491,aerophone,aero_double-reed
3492,aerophone,aero_lip-vibrated
3493,aerophone,aero_lip-vibrated
3494,aerophone,aero_lip-vibrated
3495,aerophone,aero_double-reed
3496,aerophone,aero_single-reed
3497,aerophone,aero_lip-vibrated
3498,aerophone,aero_lip-vibrated
3499,chordophone,chrd_composite
3500,aerophone,aero_single-reed
3501,aerophone,aero_lip-vibrated
3502,aerophone,aero_double-reed
3503,chordophone,chrd_composite
3504,aerophone,aero_lip-vibrated
3505,aerophone,aero_double-reed
3506,aerophone,aero_lip-vibrated
3507,aerophone,aero_lip-vibrated
3508,chordophone,chrd_composite
3509,aerophone,aero_double-reed
3510,aerophone,aero_single-reed
3511,aerophone,aero_lip-vibrated
3512,chordophone,chrd_composite
3513,aerophone,aero_side
3514,chordophone,chrd_composite
3515,chordophone,chrd_simple
3516,aerophone,aero_lip-vibrated
3517,aerophone,aero_double-reed
3518,aerophone,aero_single-reed
3519,aerophone,aero_single-reed
3520,chordophone,chrd_composite
3521,aerophone,aero_single-reed
3522,aerophone,aero_lip-vibrated
3523,aerophone,aero_double-reed
3524,aerophone,aero_side
3525,aerophone,aero_lip-vibrated
3526,aerophone,aero_lip-vibrated
3527,aerophone,aero_lip-vibrated
3528,aerophone,aero_lip-vibrated
3529,aerophone,aero_double-reed
3530,chordophone,chrd_simple
3531,chordophone,chrd_simple
3532,aerophone,aero_lip-vibrated
3533,chordophone,chrd_composite
3534,aerophone,aero_free-reed
3535,aerophone,aero_single-reed
3536,aerophone,aero_double-reed
3537,chordophone,chrd_composite
3538,aerophone,aero_single-reed
3539,aerophone,aero_lip-vibrated
3540,chordophone,chrd_composite
3541,chordophone,chrd_composite
3542,aerophone,aero_side
3543,aerophone,aero_side
3544,chordophone,chrd_composite
3545,aerophone,aero_single-reed
3546,chordophone,chrd_composite
3547,aerophone,aero_double-reed
3548,aerophone,aero_single-reed
3549,aerophone,aero_single-reed
3550,aerophone,aero_free-reed
3551,aerophone,aero_lip-vibrated
3552,aerophone,aero_lip-vibrated
3553,chordophone,chrd_simple
3554,chordophone,chrd_simple
3555,aerophone,aero_lip-vibrated
3556,aerophone,aero_lip-vibrated
3557,aerophone,aero_lip-vibrated
3558,aerophone,aero_free-reed
3559,chordophone,chrd_composite
3560,aerophone,aero_side
3561,aerophone,aero_single-reed
3562,aerophone,aero_lip-vibrated
3563,chordophone,chrd_composite
3564,aerophone,aero_side
3565,chordophone,chrd_composite
3566,aerophone,aero_lip-vibrated
3567,aerophone,aero_lip-vibrated
3568,aerophone,aero_lip-vibrated
3569,aerophone,aero_lip-vibrated
3570,aerophone,aero_lip-vibrated
3571,aerophone,aero_lip-vibrated
3572,aerophone,aero_lip-vibrated
3573,chordophone,chrd_composite
3574,aerophone,aero_single-reed
3575,aerophone,aero_single-reed
3576,aerophone,aero_free-reed
3577,aerophone,aero_single-reed
3578,aerophone,aero_lip-vibrated
3579,chordophone,chrd_composite
3580,chordophone,chrd_composite
3581,aerophone,aero_double-reed
3582,chordophone,chrd_simple
3583,aerophone,aero_lip-vibrated
3584,aerophone,aero_single-reed
3585,chordophone,chrd_simple
3586,aerophone,aero_lip-vibrated
3587,aerophone,aero_lip-vibrated
3588,aerophone,aero_single-reed
3589,aerophone,aero_single-reed
3590,chordophone,chrd_composite
3591,aerophone,aero_lip-vibrated
3592,chordophone,chrd_composite
3593,chordophone,chrd_simple
3594,aerophone,aero_single-reed
3595,aerophone,aero_single-reed
3596,chordophone,chrd_composite
3597,chordophone,chrd_composite
3598,aerophone,aero_side
3599,aerophone,aero_single-reed
3600,aerophone,aero_side
3601,aerophone,aero_lip-vibrated
3602,chordophone,chrd_composite
3603,chordophone,chrd_composite
3604,aerophone,aero_side
3605,chordophone,chrd_simple
3606,aerophone,aero_single-reed
3607,aerophone,aero_side
3608,chordophone,chrd_simple
3609,chordophone,chrd_composite
3610,chordophone,chrd_composite
3611,chordophone,chrd_simple
3612,chordophone,chrd_composite
3613,aerophone,aero_double-reed
3614,aerophone,aero_single-reed
3615,aerophone,aero_single-reed
3616,chordophone,chrd_composite
3617,chordophone,chrd_simple
3618,aerophone,aero_single-reed
3619,aerophone,aero_lip-vibrated
3620,aerophone,aero_single-reed
3621,aerophone,aero_lip-vibrated
3622,aerophone,aero_side
3623,aerophone,aero_lip-vibrated
3624,chordophone,chrd_composite
3625,aerophone,aero_double-reed
3626,aerophone,aero_single-reed
3627,aerophone,aero_double-reed
3628,aerophone,aero_lip-vibrated
3629,chordophone,chrd_simple
3630,aerophone,aero_lip-vibrated
3631,aerophone,aero_single-reed
3632,aerophone,aero_single-reed
3633,aerophone,aero_free-reed
3634,aerophone,aero_single-reed
3635,aerophone,aero_lip-vibrated
3636,chordophone,chrd_composite
3637,aerophone,aero_single-reed
3638,aerophone,aero_lip-vibrated
3639,chordophone,chrd_composite
3640,aerophone,aero_single-reed
3641,aerophone,aero_single-reed
3642,aerophone,aero_side
3643,aerophone,aero_lip-vibrated
3644,chordophone,chrd_composite
3645,aerophone,aero_single-reed
3646,aerophone,aero_lip-vibrated
3647,aerophone,aero_lip-vibrated
3648,aerophone,aero_single-reed
3649,aerophone,aero_lip-vibrated
3650,chordophone,chrd_composite
3651,aerophone,aero_lip-vibrated
3652,aerophone,aero_double-reed
3653,aerophone,aero_lip-vibrated
3654,aerophone,aero_free-reed
3655,aerophone,aero_lip-vibrated
3656,aerophone,aero_double-reed
3657,aerophone,aero_double-reed
3658,aerophone,aero_lip-vibrated
3659,aerophone,aero_side
3660,aerophone,aero_lip-vibrated
3661,chordophone,chrd_simple
3662,aerophone,aero_double-reed
3663,chordophone,chrd_composite
3664,aerophone,aero_side
3665,aerophone,aero_lip-vibrated
3666,aerophone,aero_side
3667,aerophone,aero_lip-vibrated
3668,aerophone,aero_single-reed
3669,aerophone,aero_double-reed
3670,aerophone,aero_double-reed
3671,aerophone,aero_lip-vibrated
3672,chordophone,chrd_composite
3673,aerophone,aero_lip-vibrated
3674,chordophone,chrd_composite
3675,aerophone,aero_lip-vibrated
3676,aerophone,aero_lip-vibrated
3677,aerophone,aero_lip-vibrated
3678,aerophone,aero_lip-vibrated
3679,aerophone,aero_lip-vibrated
3680,aerophone,aero_single-reed
3681,aerophone,aero_side
3682,chordophone,chrd_composite
3683,aerophone,aero_single-reed
3684,aerophone,aero_double-reed
3685,aerophone,aero_lip-vibrated
3686,aerophone,aero_single-reed
3687,aerophone,aero_lip-vibrated
3688,aerophone,aero_side
3689,aerophone,aero_lip-vibrated
3690,aerophone,aero_single-reed
3691,chordophone,chrd_composite
3692,aerophone,aero_side
3693,aerophone,aero_double-reed
3694,aerophone,aero_lip-vibrated
3695,chordophone,chrd_composite
3696,aerophone,aero_lip-vibrated
3697,aerophone,aero_lip-vibrated
3698,aerophone,aero_lip-vibrated
3699,aerophone,aero_lip-vibrated
3700,aerophone,aero_single-reed
3701,aerophone,aero_free-reed
3702,chordophone,chrd_simple
3703,aerophone,aero_single-reed
3704,aerophone,aero_lip-vibrated
3705,aerophone,aero_side
3706,aerophone,aero_single-reed
3707,aerophone,aero_single-reed
3708,aerophone,aero_lip-vibrated
3709,aerophone,aero_side
3710,chordophone,chrd_simple
3711,aerophone,aero_side
3712,chordophone,chrd_composite
3713,aerophone,aero_lip-vibrated
3714,aerophone,aero_single-reed
3715,chordophone,chrd_composite
3716,chordophone,chrd_simple
3717,aerophone,aero_lip-vibrated
3718,chordophone,chrd_composite
3719,chordophone,chrd_simple
3720,chordophone,chrd_composite
3721,aerophone,aero_single-reed
3722,aerophone,aero_side
3723,aerophone,aero_double-reed
3724,aerophone,aero_single-reed
3725,chordophone,chrd_simple
3726,chordophone,chrd_composite
3727,aerophone,aero_side
3728,aerophone,aero_single-reed
3729,aerophone,aero_lip-vibrated
3730,chordophone,chrd_composite
3731,chordophone,chrd_composite
3732,aerophone,aero_free-reed
3733,aerophone,aero_double-reed
3734,chordophone,chrd_composite
3735,chordophone,chrd_composite
3736,chordophone,chrd_composite
3737,aerophone,aero_lip-vibrated
3738,aerophone,aero_single-reed
3739,aerophone,aero_double-reed
3740,aerophone,aero_lip-vibrated
3741,aerophone,aero_lip-vibrated
3742,aerophone,aero_lip-vibrated
3743,aerophone,aero_double-reed
3744,chordophone,chrd_composite
3745,chordophone,chrd_composite
3746,aerophone,aero_single-reed
3747,aerophone,aero_single-reed
3748,chordophone,chrd_composite
3749,chordophone,chrd_composite
3750,chordophone,chrd_composite
3751,aerophone,aero_lip-vibrated
3752,aerophone,aero_lip-vibrated
3753,chordophone,chrd_simple
3754,chordophone,chrd_composite
3755,aerophone,aero_single-reed
3756,aerophone,aero_lip-vibrated
3757,chordophone,chrd_composite
3758,aerophone,aero_lip-vibrated
3759,aerophone,aero_double-reed
3760,aerophone,aero_single-reed
3761,aerophone,aero_single-reed
3762,chordophone,chrd_simple
3763,aerophone,aero_lip-vibrated
3764,chordophone,chrd_composite
3765,aerophone,aero_lip-vibrated
3766,aerophone,aero_lip-vibrated
3767,chordophone,chrd_composite
3768,aerophone,aero_double-reed
3769,aerophone,aero_lip-vibrated
3770,chordophone,chrd_simple
3771,aerophone,aero_single-reed
3772,aerophone,aero_single-reed
3773,aerophone,aero_side
3774,aerophone,aero_double-reed
3775,chordophone,chrd_composite
3776,aerophone,aero_lip-vibrated
3777,aerophone,aero_single-reed
3778,aerophone,aero_single-reed
3779,aerophone,aero_side
3780,aerophone,aero_single-reed
3781,chordophone,chrd_composite
3782,aerophone,aero_single-reed
3783,aerophone,aero_lip-vibrated
3784,aerophone,aero_single-reed
3785,aerophone,aero_double-reed
3786,aerophone,aero_lip-vibrated
3787,aerophone,aero_single-reed
3788,aerophone,aero_double-reed
3789,chordophone,chrd_simple
3790,aerophone,aero_double-reed
3791,chordophone,chrd_composite
3792,aerophone,aero_side
3793,aerophone,aero_single-reed
3794,chordophone,chrd_simple
3795,chordophone,chrd_simple
3796,aerophone,aero_side
3797,aerophone,aero_single-reed
3798,chordophone,chrd_composite
3799,aerophone,aero_lip-vibrated
3800,aerophone,aero_single-reed
3801,aerophone,aero_single-reed
3802,chordophone,chrd_composite
3803,chordophone,chrd_composite
3804,aerophone,aero_double-reed
3805,aerophone,aero_lip-vibrated
3806,aerophone,aero_double-reed
3807,aerophone,aero_single-reed
3808,aerophone,aero_double-reed
3809,chordophone,chrd_composite
3810,aerophone,aero_single-reed
3811,aerophone,aero_single-reed
3812,aerophone,aero_lip-vibrated
3813,aerophone,aero_free-reed
3814,aerophone,aero_double-reed
3815,aerophone,aero_lip-vibrated
3816,aerophone,aero_double-reed
3817,chordophone,chrd_simple
3818,chordophone,chrd_composite
3819,chordophone,chrd_composite
3820,chordophone,chrd_composite
3821,aerophone,aero_lip-vibrated
3822,aerophone,aero_double-reed
3823,aerophone,aero_lip-vibrated
3824,aerophone,aero_single-reed
3825,aerophone,aero_single-reed
3826,aerophone,aero_lip-vibrated
3827,chordophone,chrd_simple
3828,chordophone,chrd_composite
3829,aerophone,aero_double-reed
3830,aerophone,aero_lip-vibrated
3831,chordophone,chrd_composite
3832,aerophone,aero_lip-vibrated
3833,aerophone,aero_lip-vibrated
3834,aerophone,aero_lip-vibrated
3835,aerophone,aero_lip-vibrated
3836,chordophone,chrd_composite
3837,aerophone,aero_lip-vibrated
3838,aerophone,aero_lip-vibrated
3839,aerophone,aero_double-reed
3840,aerophone,aero_double-reed
3841,aerophone,aero_single-reed
3842,aerophone,aero_lip-vibrated
3843,aerophone,aero_double-reed
3844,aerophone,aero_side
3845,aerophone,aero_lip-vibrated
3846,aerophone,aero_side
3847,aerophone,aero_single-reed
3848,chordophone,chrd_composite
3849,aerophone,aero_lip-vibrated
3850,aerophone,aero_single-reed
3851,aerophone,aero_lip-vibrated
3852,chordophone,chrd_composite
3853,aerophone,aero_single-reed
3854,aerophone,aero_single-reed
3855,aerophone,aero_free-reed
3856,aerophone,aero_lip-vibrated
3857,aerophone,aero_side
3858,chordophone,chrd_composite
3859,chordophone,chrd_composite
3860,chordophone,chrd_simple
3861,aerophone,aero_single-reed
3862,aerophone,aero_lip-vibrated
3863,aerophone,aero_side
3864,chordophone,chrd_simple
3865,aerophone,aero_double-reed
3866,chordophone,chrd_simple
3867,aerophone,aero_lip-vibrated
3868,aerophone,aero_single-reed
3869,aerophone,aero_lip-vibrated
3870,aerophone,aero_double-reed
3871,aerophone,aero_double-reed
3872,aerophone,aero_lip-vibrated
3873,chordophone,chrd_composite
3874,aerophone,aero_single-reed
3875,aerophone,aero_lip-vibrated
3876,aerophone,aero_single-reed
3877,aerophone,aero_lip-vibrated
3878,chordophone,chrd_simple
3879,aerophone,aero_side
3880,aerophone,aero_side
3881,chordophone,chrd_simple
3882,aerophone,aero_double-reed
3883,aerophone,aero_single-reed
3884,aerophone,aero_single-reed
3885,aerophone,aero_double-reed
3886,aerophone,aero_single-reed
3887,aerophone,aero_double-reed
3888,chordophone,chrd_composite
3889,aerophone,aero_lip-vibrated
3890,aerophone,aero_single-reed
3891,chordophone,chrd_composite
3892,chordophone,chrd_simple
3893,aerophone,aero_single-reed
3894,aerophone,aero_side
3895,chordophone,chrd_composite
3896,chordophone,chrd_composite
3897,aerophone,aero_single-reed
3898,aerophone,aero_single-reed
3899,aerophone,aero_side
3900,chordophone,chrd_simple
3901,aerophone,aero_double-reed
3902,aerophone,aero_single-reed
3903,aerophone,aero_double-reed
3904,aerophone,aero_single-reed
3905,chordophone,chrd_simple
3906,aerophone,aero_side
3907,aerophone,aero_side
3908,aerophone,aero_lip-vibrated
3909,aerophone,aero_single-reed
3910,chordophone,chrd_simple
3911,chordophone,chrd_composite
3912,aerophone,aero_lip-vibrated
3913,aerophone,aero_single-reed
3914,aerophone,aero_lip-vibrated
3915,aerophone,aero_side
3916,chordophone,chrd_composite
3917,aerophone,aero_lip-vibrated
3918,aerophone,aero_lip-vibrated
3919,aerophone,aero_lip-vibrated
3920,chordophone,chrd_composite
3921,chordophone,chrd_simple
3922,aerophone,aero_lip-vibrated
3923,aerophone,aero_double-reed
3924,aerophone,aero_double-reed
3925,chordophone,chrd_composite
3926,aerophone,aero_side
3927,aerophone,aero_side
3928,aerophone,aero_double-reed
3929,chordophone,chrd_composite
3930,aerophone,aero_side
3931,aerophone,aero_side
3932,aerophone,aero_single-reed
3933,aerophone,aero_double-reed
3934,aerophone,aero_side
3935,aerophone,aero_lip-vibrated
3936,aerophone,aero_side
3937,chordophone,chrd_composite
3938,aerophone,aero_double-reed
3939,aerophone,aero_single-reed
3940,chordophone,chrd_simple
3941,chordophone,chrd_composite
3942,chordophone,chrd_composite
3943,chordophone,chrd_composite
3944,aerophone,aero_single-reed
3945,aerophone,aero_single-reed
3946,aerophone,aero_single-reed
3947,aerophone,aero_lip-vibrated
3948,chordophone,chrd_simple
3949,chordophone,chrd_simple
3950,chordophone,chrd_composite
3951,aerophone,aero_side
3952,chordophone,chrd_composite
3953,aerophone,aero_single-reed
3954,aerophone,aero_side
3955,chordophone,chrd_composite
3956,aerophone,aero_single-reed
3957,chordophone,chrd_simple
3958,chordophone,chrd_composite
3959,aerophone,aero_lip-vibrated
3960,aerophone,aero_lip-vibrated
3961,aerophone,aero_single-reed
3962,aerophone,aero_single-reed
3963,aerophone,aero_single-reed
3964,chordophone,chrd_composite
3965,chordophone,chrd_simple
3966,aerophone,aero_free-reed
3967,chordophone,chrd_composite
3968,chordophone,chrd_composite
3969,chordophone,chrd_composite
3970,aerophone,aero_lip-vibrated
3971,aerophone,aero_side
3972,chordophone,chrd_composite
3973,aerophone,aero_lip-vibrated
3974,aerophone,aero_side
3975,aerophone,aero_double-reed
3976,aerophone,aero_double-reed
3977,aerophone,aero_free-reed
3978,aerophone,aero_double-reed
3979,aerophone,aero_side
3980,chordophone,chrd_composite
3981,aerophone,aero_lip-vibrated
3982,aerophone,aero_lip-vibrated
3983,chordophone,chrd_simple
3984,aerophone,aero_lip-vibrated
3985,chordophone,chrd_composite
3986,aerophone,aero_single-reed
3987,aerophone,aero_lip-vibrated
3988,aerophone,aero_lip-vibrated
3989,aerophone,aero_lip-vibrated
3990,aerophone,aero_double-reed
3991,aerophone,aero_side
3992,aerophone,aero_lip-vibrated
3993,aerophone,aero_lip-vibrated
3994,chordophone,chrd_composite
3995,aerophone,aero_side
3996,aerophone,aero_side
3997,aerophone,aero_single-reed
3998,aerophone,aero_single-reed
3999,aerophone,aero_side
4000,aerophone,aero_double-reed
4001,chordophone,chrd_composite
4002,chordophone,chrd_composite
4003,aerophone,aero_free-reed
4004,chordophone,chrd_composite
4005,chordophone,chrd_composite
4006,aerophone,aero_lip-vibrated
4007,chordophone,chrd_composite
4008,aerophone,aero_single-reed
4009,aerophone,aero_free-reed
4010,chordophone,chrd_simple
4011,chordophone,chrd_simple
4012,chordophone,chrd_composite
4013,aerophone,aero_side
4014,aerophone,aero_lip-vibrated
4015,aerophone,aero_lip-vibrated
4016,aerophone,aero_double-reed
4017,aerophone,aero_lip-vibrated
4018,aerophone,aero_lip-vibrated
4019,aerophone,aero_lip-vibrated
4020,chordophone,chrd_composite
4021,aerophone,aero_side
4022,aerophone,aero_lip-vibrated
4023,chordophone,chrd_composite
4024,aerophone,aero_side
4025,aerophone,aero_lip-vibrated
4026,aerophone,aero_lip-vibrated
4027,aerophone,aero_free-reed
4028,aerophone,aero_double-reed
4029,aerophone,aero_lip-vibrated
4030,aerophone,aero_lip-vibrated
4031,chordophone,chrd_simple
4032,aerophone,aero_double-reed
4033,chordophone,chrd_composite
4034,aerophone,aero_lip-vibrated
4035,aerophone,aero_single-reed
4036,aerophone,aero_double-reed
4037,aerophone,aero_double-reed
4038,aerophone,aero_side
4039,aerophone,aero_lip-vibrated
4040,aerophone,aero_lip-vibrated
4041,aerophone,aero_side
4042,aerophone,aero_double-reed
4043,aerophone,aero_lip-vibrated
4044,aerophone,aero_lip-vibrated
4045,aerophone,aero_lip-vibrated
4046,aerophone,aero_double-reed
4047,aerophone,aero_lip-vibrated
4048,aerophone,aero_single-reed
4049,aerophone,aero_free-reed
4050,aerophone,aero_double-reed
4051,chordophone,chrd_composite
4052,aerophone,aero_lip-vibrated
4053,aerophone,aero_lip-vibrated
4054,aerophone,aero_single-reed
4055,aerophone,aero_single-reed
4056,chordophone,chrd_simple
4057,chordophone,chrd_simple
4058,aerophone,aero_side
4059,aerophone,aero_single-reed
4060,aerophone,aero_side
4061,aerophone,aero_double-reed
4062,aerophone,aero_single-reed
4063,aerophone,aero_lip-vibrated
4064,aerophone,aero_double-reed
4065,chordophone,chrd_simple
4066,aerophone,aero_double-reed
4067,chordophone,chrd_simple
4068,aerophone,aero_lip-vibrated
